Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
312,10675304,"MS-05 ざこ","2023-09-28 08:04:51",0.48602,12,royalacecat
313,10756511,Yeuuuf,"2023-10-11 13:39:44",0.48605,27,yeuuuf
314,10960084,UP4567,"2023-10-10 08:06:04",0.48605,46,"cvsegm,fucheng1225,mldeepcv,submitcsv,up4567"
315,10695332,Toru59er,"2023-10-09 10:25:25",0.48608,37,toru59er
316,10846357,AnnyMe,"2023-08-31 13:13:13",0.48609,1,annyme
317,10743082,NPCN,"2023-09-22 10:53:56",0.48609,57,sumanthprabhu
318,10685846,"Sergio Henrique","2023-09-30 16:22:50",0.48610,2,serjhenrique
319,10928765,"TW Woo","2023-09-24 06:51:50",0.48611,6,twwoo466
320,10822300,"MAZEN OMRAN","2023-09-16 01:49:26",0.48611,7,mazenomran
321,10676691,"Samvel Kocharyan","2023-10-09 19:21:32",0.48611,7,samvelkoch
322,10834391,dangnguyen1997,"2023-10-07 18:02:28",0.48612,14,dangnguyen97
323,10675724,"Vaibhav Sharma","2023-10-03 06:44:45",0.48616,16,vaibhavsharma3012
324,10678000,takaito,"2023-10-09 23:18:04",0.48617,8,takaito
325,10939668,"GN Y","2023-10-11 12:54:08",0.48619,5,gny666
326,10680562,Iucius,"2023-10-11 20:33:48",0.48621,3,iucius
327,10834507,snjxssxxs,"2023-09-17 17:50:07",0.48621,1,snjxssxxs
328,10810808,"Maman Salto","2023-10-01 05:13:42",0.48622,1,"ameliaginas,ekidafarrasalsabiila,saddamaditya"
329,10792749,"Shivam Singh","2023-10-09 04:10:09",0.48622,9,shivamsingh17072001
330,10926138,Coldra1n,"2023-10-01 15:39:51",0.48622,3,coldrainai
331,10777874,senkin13,"2023-10-08 03:13:12",0.48624,1,senkin13
332,10814957,Andrij,"2023-09-29 14:52:59",0.48625,8,aikhmelnytskyy
333,10681638,Rush24,"2023-10-09 09:00:26",0.48626,41,rushali2406
334,10736183,Artrain,"2023-10-10 14:17:29",0.48626,10,artrain
335,10772918,yhataktaro,"2023-10-10 13:24:36",0.48627,8,yhataktaro
336,10800785,batigol,"2023-09-14 01:21:18",0.48629,19,tanglei
337,10689865,"Prashant Kikani","2023-10-09 03:18:36",0.48629,5,prashantkikani
338,10679950,"tensor choko","2023-10-06 02:41:52",0.48630,7,tensorchoko
339,10709924,AbhilashVJ,"2023-10-08 19:13:19",0.48630,6,abh001
340,10676663,Nikhil,"2023-10-04 04:27:36",0.48630,19,nikhilkhetan
341,10807791,"Kumar Gaurav","2023-10-08 15:08:34",0.48632,2,gauravk123
342,10864780,yoontaepark,"2023-10-01 00:58:11",0.48633,3,yoontaepark
343,10674795,"Pavel Pavlov","2023-10-09 12:50:07",0.48636,5,akakii
344,10737594,"Liuda Cheldieva","2023-09-28 07:45:17",0.48636,92,liudacheldieva
345,10678336,"Pushkar Ambastha","2023-10-04 06:56:23",0.48636,5,pushkar007
346,10677666,Albanito,"2023-10-10 12:53:10",0.48636,3,albansteff
347,10977329,MingyuWang,"2023-09-28 13:14:31",0.48638,6,mingyuwang1
348,11008646,Sean,"2023-10-04 00:53:23",0.48641,1,mseanomara
349,10994339,YMMY,"2023-10-09 13:46:46",0.48641,12,"kjm1559,yeonghyeon"
350,10785264,"Iwa Iwa","2023-08-22 16:34:44",0.48642,4,iwaiwa
351,10685819,"Venkata Nageswararao Padavala","2023-09-29 09:01:18",0.48643,1,venkatapadavala
352,10717962,MMA,"2023-10-09 13:52:00",0.48643,19,m7mdalbaddawi
353,10820594,XaPaKTeP23,"2023-10-11 22:59:08",0.48643,11,xapaktep23
354,10810495,wqlun06,"2023-10-08 08:59:48",0.48644,5,wqlun06
355,10834319,LIUGT,"2023-10-11 17:47:59",0.48644,22,hello66
356,10802769,penkace,"2023-09-06 12:28:21",0.48646,9,penkaceunique
357,10848594,"Daniil Orel","2023-10-08 16:26:48",0.48646,10,daniilor
358,10720280,"Arseniy Kan","2023-10-11 16:53:09",0.48647,5,"arseniykan,diyartulenov"
359,10963473,"Giang Truong Do","2023-09-27 00:50:46",0.48647,1,bestofme
360,10931576,"Raymond Yan","2023-10-07 09:07:37",0.48648,2,incandescenty
361,10981369,"Ivan Bazhov","2023-09-28 08:22:44",0.48649,1,ibazhov
362,10681447,"Athar Sayed","2023-08-31 12:31:27",0.48649,33,sayedathar11
363,10887642,RyanB23,"2023-09-10 15:18:11",0.48649,7,ryanb23
364,10808465,"Ruby #2","2023-09-23 12:37:44",0.48650,4,rubymyheart
365,10809442,"Qihang Wang","2023-10-09 22:02:26",0.48650,5,wangqihanginthesky
366,10836758,"Vitaly Kudelya","2023-09-05 23:04:19",0.48650,12,vitalykudelya
367,10816562,"Duncuo Zhang","2023-10-09 08:19:11",0.48652,7,duncuozhang
368,10683928,YeonwooSung,"2023-10-11 14:47:10",0.48652,82,neos960518
369,10824654,JRPC,"2023-10-07 09:50:10",0.48653,4,juanricardop
370,10724106,"Seung Jae Lee","2023-10-08 04:43:08",0.48653,12,sjlee101
371,10865288,naoya_minoshita,"2023-09-23 15:45:40",0.48653,2,naoyaminoshita
372,10889508,reez12g,"2023-10-11 15:44:53",0.48654,5,reez12g
373,10815831,"He Xuan","2023-08-25 12:07:05",0.48654,1,chord233
374,10856129,rameau,"2023-09-03 02:28:43",0.48654,2,murayumurayu
375,10693892,JonneryR,"2023-09-19 04:37:42",0.48655,7,jonneryr
376,10800001,Naruke,"2023-10-11 13:53:48",0.48656,4,vishnu123
377,10976849,G2302844D,"2023-10-11 06:34:59",0.48657,2,vidasm
378,10678594,Jiawen9,"2023-09-25 14:45:57",0.48657,7,jiawen9
379,10699898,"Ruta Sakalauskaite","2023-09-14 05:06:47",0.48657,9,goomba16
380,10750439,Dreamer,"2023-08-24 15:30:17",0.48657,4,karimraz
381,10832145,yinan-kaggle,"2023-08-29 08:30:09",0.48658,8,yinankaggle
382,10679247,"Dmitry Sirenchenko","2023-10-11 07:02:20",0.48658,8,dmitrysirenchenko
383,10837250,RakeshRawat,"2023-10-10 14:20:04",0.48658,19,rakesh82rawat
384,10778429,Shershen,"2023-09-29 14:01:50",0.48658,2,shershunya
385,10993558,tawichi,"2023-10-05 04:30:41",0.48659,2,tawichi
386,10678325,XuGuoLin,"2023-10-06 15:31:40",0.48659,6,xgl0626
387,10684502,"Jonver Oro","2023-09-29 03:52:20",0.48659,8,monolith0456
388,10715175,bkowshik,"2023-09-24 19:40:19",0.48659,13,bkowshik
389,10798920,梦断楼兰,"2023-10-04 13:05:49",0.48660,11,zhuaxia
390,10812106,kevtyle,"2023-08-24 02:07:39",0.48661,3,kevtyle
391,10791221,"Ehssan Heydarpour","2023-10-09 08:53:08",0.48661,22,ehssanheydarpour
392,10728419,onthehilluu,"2023-10-10 22:36:40",0.48662,21,newtohere
393,10700060,ilia,"2023-10-11 19:17:22",0.48662,14,sergeevii123
394,10803898,Prithviraj,"2023-10-08 00:17:28",0.48662,23,prithviraj7387
395,10737923,"Denys Amore Bondarenko","2023-10-06 00:28:30",0.48663,7,denysamorebondarenko
396,10814134,Onewo,"2023-10-08 10:38:30",0.48663,13,yuanji1239
397,10820086,"Arsenii Shvetsov","2023-08-23 11:13:31",0.48663,2,arseniishvetsov
398,10783456,"Sam Andersson","2023-10-10 19:24:00",0.48665,91,samandersson
399,10961452,"Team Win","2023-10-10 20:50:21",0.48665,10,"alexkorm,netstalker1337"
400,10720648,"Anurag Roy","2023-09-29 06:59:21",0.48665,2,binarybeast880
401,10763392,"Tao yundeep","2023-10-10 01:50:35",0.48665,28,taoyundeep
402,10876484,Gao-L,"2023-09-06 15:42:39",0.48665,1,xiu0714
403,10695333,YoungPaik,"2023-10-11 07:15:03",0.48666,4,ympaik
404,10983165,"Oleg Shindelov","2023-10-04 03:35:08",0.48667,7,shindelov
405,11013555,"Changping Chen","2023-10-05 03:10:27",0.48667,1,changpingchen
406,10791118,hinata1119,"2023-10-08 14:18:24",0.48667,3,hinatafukasaku
407,10823715,qnqn1927,"2023-10-10 10:02:55",0.48667,12,qnqn1927
408,10931680,"Ya Xu","2023-09-26 08:10:48",0.48668,2,ataraxian
409,11004621,sunny4119,"2023-10-07 08:59:00",0.48668,9,sunny4119
410,10941944,mldl_boostcourse,"2023-09-25 07:52:14",0.48668,6,mldlboostcourse
411,10874593,L3LeTrigger,"2023-10-09 01:35:03",0.48668,5,l3letrigger
412,10983328,"Paul Pawletta","2023-10-10 19:03:46",0.48669,14,paulpawletta
413,10947938,"Dineo Mofammere","2023-10-11 18:43:18",0.48671,18,dineomofammere
414,10730673,YWWY,"2023-09-03 15:37:59",0.48671,9,yuanwang2011
415,10986619,deku999,"2023-10-11 14:31:33",0.48673,4,deku999
416,10939175,ls,"2023-10-10 14:23:02",0.48673,5,joek47
417,10803158,"Bulat Latypov","2023-10-11 16:07:00",0.48673,4,bubuilder
418,10871297,"Luis Frentzen","2023-09-18 10:32:52",0.48673,1,luisfrentzen
419,10801180,HY,"2023-10-08 21:14:00",0.48674,5,higayuki
420,10933021,"PRASHANT SHUKLA91","2023-10-03 14:59:02",0.48674,22,prashantshukla91
421,10676557,"Ha Dang Vu","2023-09-10 10:31:45",0.48675,3,hadangvu
422,10928158,Zhanpeng.W,"2023-10-11 04:32:59",0.48675,2,zhanpengw
423,10707370,Zq5yGzjg,"2023-10-11 13:49:22",0.48677,4,zq5ygzjg
424,10837841,"Riku Suzuki","2023-08-27 14:47:14",0.48678,1,r1cky7
425,10740037,"Siddharth Dhawan","2023-10-09 21:27:48",0.48678,5,siddhawan
426,11002152,Zmazak0,"2023-10-03 13:38:35",0.48679,3,zmazak0
427,10987538,"DHANRAJ MALLA","2023-09-30 08:42:13",0.48680,3,dhanrajmalla
428,10697886,GigkPeaeums,"2023-10-04 16:23:55",0.48681,10,mozattt
429,10676245,hustzx,"2023-10-11 09:45:45",0.48682,10,hustzx
430,10819390,antonio1001,"2023-09-29 15:11:24",0.48682,5,antonio1001
431,10878555,"Min-Hsien Weng","2023-10-11 22:39:57",0.48684,21,minhsienweng
432,10677517,"Izzan Silmi A.","2023-10-09 16:45:17",0.48684,17,isamobagaming
433,10812637,astoxx,"2023-10-08 18:13:11",0.48685,19,"astoxx,factoriofan"
434,10761323,xsong2020,"2023-10-10 19:39:04",0.48688,22,xstargate
435,10819073,yomatsu1215,"2023-09-28 00:36:21",0.48688,5,yomatsu1215
436,10799155,@AI_monkey_k,"2023-10-06 05:29:22",0.48688,1,aimonkeyk
437,10798632,"Satheesh Bhukya","2023-10-08 10:36:18",0.48690,53,satheeshbhukya1
438,10683366,"TK(TeamShiny in Akihabara)","2023-10-08 00:27:32",0.48691,12,toshihikok
439,10995582,Lewisia,"2023-10-10 04:08:05",0.48691,6,lewisia02
440,10799963,M.Matsuo,"2023-10-10 23:05:05",0.48691,6,masahiromatsuo
441,10829719,Anabasis,"2023-09-11 03:09:27",0.48693,6,tcristea
442,10692247,dslili,"2023-08-29 23:56:31",0.48693,1,futuredsli
443,10737775,ColmOBrien1234,"2023-09-01 18:58:15",0.48693,71,colmobrien1234
444,10880799,machengyuan,"2023-10-11 02:27:15",0.48694,8,machengyuan
445,10824835,"Yuan Lu","2023-10-08 18:03:47",0.48694,1,yuamlu
446,10823606,MMETEAM,"2023-10-08 10:15:08",0.48694,126,"agneshao,everpeak,junlaii,pumpkinpiecake,yfssssss"
447,10674919,"abdelkader debbaghi","2023-10-05 15:46:57",0.48695,14,abdelkaderdebbaghi
448,10829001,kaerururu,"2023-09-23 00:52:46",0.48696,8,kaerunantoka
449,10953824,"Bhavesh Misra","2023-10-08 15:25:17",0.48696,23,bhaveshmisra
450,10867413,"Nadezhda Smurova","2023-10-11 07:49:47",0.48697,5,nadezhdasmurova
451,10998702,"Harm Buisman","2023-10-10 08:54:31",0.48697,3,harmbuisman
452,10807132,Fir_las_47,"2023-09-19 16:26:27",0.48697,19,firlas47
453,10842096,chrono,"2023-10-11 08:35:37",0.48698,8,chronobcelp
454,10839981,"Filip Kujawa","2023-09-04 15:46:42",0.48698,5,filipkujawa
455,10925890,"Pavel Korobov","2023-09-22 20:41:34",0.48698,8,pkorobov
456,10856236,Charon,"2023-09-04 09:00:39",0.48699,3,charon9
457,10799723,"Gonzalo Astorga","2023-09-02 16:05:58",0.48700,2,brainrex
458,10691326,predict,"2023-10-08 07:22:03",0.48700,72,azamat25
459,10682461,damonhan,"2023-10-11 15:18:53",0.48700,10,damonhan
460,10931368,Yuki,"2023-10-09 06:56:12",0.48701,21,yuki11ii
461,10909586,"Aymane Han","2023-09-22 13:50:12",0.48702,11,aymaneit
462,10695391,"Mark Baushenko","2023-10-08 10:28:43",0.48702,3,e0xextazy
463,10729792,"Pengjun Chen","2023-10-11 10:06:41",0.48703,13,amajor
464,10765615,hejintao777,"2023-10-10 01:52:28",0.48704,8,hejintao777
465,10816700,ZhenxingZhang,"2023-09-04 21:31:36",0.48704,13,zhenxing
466,10839179,"Katy Kas","2023-09-27 09:55:33",0.48705,2,abramova
467,10718278,"Mukharbek Organokov","2023-10-06 11:06:50",0.48705,4,muhakabartay
468,10830709,sullen7,"2023-10-01 06:02:37",0.48705,3,sullen7
469,10896863,xxxxxuan,"2023-10-11 15:48:36",0.48705,21,xxyxxx
470,10776250,"C. Beaud","2023-10-04 22:18:14",0.48707,15,cbeaud
471,10778660,Squarewhiteflag,"2023-09-29 14:11:58",0.48707,24,squarewhiteflag
472,10964810,"Hania ","2023-10-08 17:39:54",0.48707,11,"chuotmummim,minhtrang03"
473,10816444,B.S.Kishore,"2023-09-16 08:29:17",0.48708,15,nanobiotechguy
474,10712974,"Abid Ali Awan","2023-10-07 17:52:57",0.48709,8,kingabzpro
475,10786778,soumya,"2023-10-10 16:12:56",0.48710,99,soumya5891
476,10839974,aota12345,"2023-09-11 23:55:29",0.48710,1,koaoyama
477,10773254,tonmiad,"2023-09-24 03:55:58",0.48711,4,tonmiad
478,10852582,Marquis03,"2023-10-11 02:44:56",0.48713,5,marquis03
479,10805723,Belligraf,"2023-09-20 18:47:11",0.48713,25,belligraf
480,10857140,"Tagir Analyzes","2023-09-01 08:15:19",0.48714,1,tagirkhairutdinov
481,10748786,"JHU FP Group 1","2023-08-22 02:26:18",0.48714,49,"binfant,kylepsilopoulos,solomongruse,springs,yjung2976"
482,10778027,mattu34,"2023-10-04 07:38:23",0.48715,12,mattu34
483,10715786,yuri-ao,"2023-10-08 18:45:26",0.48716,46,yuriao
484,10827962,h2k,"2023-09-27 00:56:39",0.48717,6,"deeekim,kong135"
485,10903149,Ikun_89757,"2023-10-08 13:57:38",0.48718,1,liuyixijia
486,10675852,"jumping Stardust","2023-10-03 02:26:50",0.48718,17,cba321
487,10697328,"Chris X","2023-10-06 12:44:26",0.48718,4,docxian
488,10792348,DaDa,"2023-09-25 00:21:36",0.48718,6,daaadaaa
489,10795552,andrekos,"2023-10-08 05:19:26",0.48718,3,andrekos
490,10959843,Matsusakaggle,"2023-09-26 14:29:44",0.48719,11,matsusakaggle
491,10726421,"Not Enjoy!","2023-10-09 03:40:32",0.48719,6,"hongori,nisshokuitsuki"
492,10846194,"Alex #5","2023-08-30 04:07:06",0.48720,1,alex789
493,10728193,"Santiago Pedroza","2023-08-22 01:20:24",0.48722,17,santiagopedroza
494,10754868,Abhijeet,"2023-10-07 23:10:29",0.48723,5,krabhijeet
495,10714652,rabbie,"2023-10-04 12:57:20",0.48723,11,larjeck
496,10986596,"Vladislav Kolesov","2023-10-11 12:05:53",0.48723,28,vladislavkolesov
497,10676814,"Bhavesh Jain","2023-10-11 18:33:29",0.48723,34,"ankitkhanna89,bhavesjain"
498,10854695,"dragon zhang","2023-09-11 13:29:48",0.48723,2,dragonzhang
499,10869092,DaDaDa,"2023-09-16 07:03:36",0.48723,12,"meigger,nowgger"
500,10952175,Kagggggllllle,"2023-10-10 03:10:09",0.48724,16,kagggggllllle
501,10678717,"Something Faceless","2023-09-05 09:10:15",0.48724,4,sthfaceless
502,10675102,rc95401,"2023-10-10 20:58:56",0.48725,3,rc95401
503,10924683,xiaomo121,"2023-10-11 16:42:08",0.48725,36,"ssqqpp,xiaomo121"
504,10724207,"Niranjan Nakkala","2023-10-11 01:53:39",0.48726,3,niranjanmudhiraj
505,10734344,Giba,"2023-08-28 12:56:48",0.48726,6,titericz
506,10843726,GyoGyoCat,"2023-10-11 01:08:08",0.48726,9,gyogyocat
507,10681160,OAISIS,"2023-08-21 06:50:11",0.48727,2,tonymarkchris
508,10961713,hikahika,"2023-10-11 11:35:27",0.48727,16,naganohikaru
509,10694434,"Michael Kingston","2023-09-14 09:33:05",0.48728,2,michaelkingston
510,10988685,"Nikita Fedorov","2023-10-02 22:38:13",0.48728,7,nfedorov
511,10825829,"Alexander Chervov","2023-09-06 08:08:30",0.48728,29,alexandervc
512,10873416,"Kotaro Tokitsu","2023-09-06 06:57:41",0.48728,1,kotarotokitsu
513,10769429,dalatar,"2023-10-04 05:35:10",0.48729,5,dalatar
514,10817281,"Batuhan Meşeci","2023-10-11 10:11:54",0.48729,5,batuhanm
515,10797358,"Ruiyu Han","2023-08-28 06:46:00",0.48729,7,ruiyuhan
516,10903472,"Zephyr Wang","2023-09-13 18:30:15",0.48729,1,wuhuzephyr
517,10826735,"Phiratath N.","2023-10-03 11:38:40",0.48732,26,"medrau,punwrcy"
518,10808457,Evan,"2023-10-03 14:54:11",0.48733,3,david082
519,10716142,enddl22,"2023-10-11 11:06:09",0.48734,8,enddl22
520,10678878,Costia,"2023-09-12 12:47:07",0.48735,26,costia
521,10852575,"Hussien Dawood","2023-10-11 01:54:29",0.48735,10,hussiendaoud
522,10869395,ken141,"2023-09-05 03:54:19",0.48735,1,ken141
523,10994624,LukeShim0326,"2023-10-03 08:05:15",0.48735,8,lukeshim0326
524,10881973,别学了,"2023-10-03 20:39:08",0.48736,72,zhousiquan
525,10859466,onurrr,"2023-10-11 10:00:50",0.48736,8,onurrr90
526,10739209,Group_14,"2023-10-11 10:31:33",0.48736,13,"damikaanupama,danniles,uom200418r"
527,10779249,"Rem Galleu","2023-08-27 19:05:54",0.48738,23,remgalleu
528,10957141,valcon,"2023-09-30 22:12:07",0.48738,5,valcon
529,10916659,Seawolf,"2023-09-19 07:23:33",0.48738,12,xiwuhan
530,10985137,yusa,"2023-10-11 05:08:05",0.48739,2,skw216014
531,10691285,Bioxes,"2023-10-05 10:21:47",0.48739,10,bioxes
532,10765849,"Jose Rubio","2023-09-16 09:20:00",0.48739,14,josealexanderrubio
533,10849574,"Antoine GOUBERT","2023-09-07 13:59:21",0.48739,1,antoinegoubert
534,10755928,xiaoShy,"2023-10-11 10:34:16",0.48740,16,chengluu
535,10677701,"Two Idiot","2023-10-11 11:43:56",0.48741,59,"helpingstar,qcqced"
536,10777604,6969,"2023-10-11 14:41:48",0.48741,8,"namanbansal4122,newtonbaba12345"
537,10703849,JoshuaXXX20,"2023-09-24 12:10:30",0.48742,7,joshuaxxx20
538,10814208,KentaTanaka,"2023-10-10 12:46:52",0.48742,44,kentatanaka1data
539,10753745,"Ada Luo Dao","2023-10-11 14:51:51",0.48742,87,adaluodao
540,10695919,"Aleksandr Kruchinin","2023-10-06 14:14:38",0.48742,16,aleksandrkruchinin
541,10818734,"Rarely Functional But Always F","2023-09-23 17:24:08",0.48743,5,"ferminjimenez,rasieira"
542,11010507,ywj226,"2023-10-06 16:09:01",0.48744,3,ywj226
543,10700547,"MZ Hasan","2023-10-06 10:06:19",0.48744,3,mzhasan00
544,10833411,zengjunjie,"2023-08-29 10:38:46",0.48745,14,zengjunjie824
545,10678112,Aalf,"2023-10-11 19:37:22",0.48745,9,lyalindmitriy
546,10880449,"Shunya _Imada","2023-09-12 01:38:41",0.48745,5,shunyaimada
547,10731265,"Lawrence Chernin","2023-10-11 18:06:01",0.48745,4,lawrencechernin
548,10907974,"Anil Yagiz","2023-10-03 07:51:57",0.48746,4,anilyagiz
549,10927071,"SAY WHAT","2023-09-17 06:06:13",0.48748,2,heshien
550,10854905,kosiro_wada,"2023-10-05 16:35:04",0.48748,2,kosirowada
551,10802761,zeaulo,"2023-10-07 12:25:51",0.48749,2,zeaulo
552,10737547,Kasdeja23,"2023-10-05 14:40:05",0.48751,6,kirillerokhin
553,10989051,NLPer,"2023-10-03 07:13:40",0.48751,5,intjerlu
554,10710661,"Deepak Kumar Mishra","2023-10-11 09:16:41",0.48751,4,say2deepak
555,10986253,sharpower,"2023-10-10 10:35:13",0.48751,10,sharpower
556,10677188,SiddhVR,"2023-10-04 11:03:31",0.48752,11,siddhvr
557,10817816,"thomas kern","2023-09-30 00:12:01",0.48752,4,tomkkk
558,10823298,"Aleksey Eliseev","2023-08-23 04:52:29",0.48753,1,alekseyeliseev
559,10948202,"Varun Manoj Gupta","2023-10-11 19:39:10",0.48754,29,varunmanojgupta
560,10895670,"Bohan Yoon","2023-10-07 08:34:42",0.48756,7,bohanyoon
561,10986734,"chamathka maddugoda","2023-09-30 14:56:58",0.48757,3,chamathkamaddugoda
562,10676227,"Debarshi Chanda","2023-08-22 08:17:05",0.48757,3,debarshichanda
563,10861383,"yuqi zuo","2023-10-10 03:08:04",0.48758,22,"del=c9abdda32ee9ac74,rosanking,zrh1999"
564,10675937,"Feng Qilong","2023-09-25 14:40:49",0.48758,11,fengqilong
565,10779400,TCherry,"2023-09-02 07:59:11",0.48758,5,changedward
566,10730057,"Yoshimoto Kurihara","2023-10-11 12:20:27",0.48758,5,yoshimotokurihara
567,10910344,"Borevich Alexander","2023-09-30 09:12:51",0.48759,3,borevi4
568,10789075,waticson,"2023-10-11 11:52:42",0.48759,1,yutodennou
569,10682143,mimi,"2023-08-27 12:16:31",0.48760,7,masa6214
570,10821271,yanhf,"2023-10-11 13:46:19",0.48761,3,yanhf16
571,10718929,"Ismail ELBOUKNIFY","2023-10-09 09:02:57",0.48762,7,ismailelbouknify
572,10765029,hiro59,"2023-09-09 06:22:10",0.48762,1,hiro59
573,10898994,"Pathik Patel","2023-10-05 14:07:14",0.48763,5,pathik1511
574,10972132,tanosugi,"2023-09-26 12:51:20",0.48763,1,tanosugi
575,10794395,"Olga Ivanova","2023-10-11 16:50:30",0.48764,2,olgaiv39
576,10838036,xhdr618,"2023-08-27 10:51:03",0.48764,1,xhdr618
577,10743312,"Tiago Marques","2023-09-27 13:07:51",0.48764,21,tfrmarques
578,10686766,washFaceB4,"2023-09-23 00:50:59",0.48764,1,washfaceb4
579,10953287,"Xilin Lan","2023-09-22 10:33:38",0.48764,1,xilinlan
580,10800794,FreddyBanana,"2023-10-11 13:34:22",0.48765,20,freddybanana
581,10702906,Mueki,"2023-10-10 00:23:16",0.48765,25,mitsuruueki
582,10728606,"Sourabh Singh","2023-09-23 07:07:45",0.48766,3,sourabhsingh03993493
583,10681723,opamusora,"2023-10-11 16:21:24",0.48766,23,"kskobylkin,kvis21,opamusora"
584,10679594,shoji,"2023-10-09 23:30:43",0.48768,5,shoiwa
585,10969213,mikeevan,"2023-10-09 15:10:29",0.48769,5,feiheng
586,10683810,amulil,"2023-10-06 08:06:10",0.48769,3,amulil
587,10861669,shengxin,"2023-09-14 16:50:40",0.48769,8,shengxin
588,10866771,huyu,"2023-09-11 10:45:10",0.48770,1,huyu398
589,10677183,Decalogue,"2023-10-09 10:01:20",0.48770,40,decalogue
590,10804332,liuzhangzhen,"2023-09-29 07:54:08",0.48770,4,liuzhangzhen
591,10951043,Lingzhenxu,"2023-10-07 19:12:00",0.48771,5,lingzhenxu
592,10742687,"kerry sun","2023-09-18 15:49:23",0.48771,1,kerrysun
593,10674526,cube-it,"2023-10-11 15:11:24",0.48772,37,asteyagaur
594,10750807,LeLeCHAA,"2023-10-07 07:28:45",0.48773,2,lelechaa
595,10682677,AndNov,"2023-10-05 11:03:31",0.48773,10,andnov
596,10860251,SirCausticMail,"2023-10-11 15:16:05",0.48773,20,sircausticmail
597,10746645,Genki,"2023-10-11 12:13:24",0.48773,5,genkiwatanabe
598,10987138,"Manh Nguyen","2023-10-03 16:21:38",0.48774,5,manhnguyenjs16
599,10692941,"Shivam Taneja","2023-09-30 03:26:54",0.48775,1,"saanvitaneja,shivamtaneja2304"
600,10765068,yoon_family,"2023-10-11 02:44:05",0.48775,35,"kiseokyoon,yoonkiseong"
601,10695646,"ZOULLA BILO'O Daniel","2023-10-10 21:30:50",0.48775,7,danielarmel
602,10849498,webmaking,"2023-10-11 18:33:41",0.48775,36,webmaking
603,10871016,"Jackson Yu92","2023-09-06 07:49:42",0.48775,1,jacksonyu92
604,10701561,QPM,"2023-10-07 16:01:17",0.48775,6,debashish311601
605,10821537,broweave,"2023-09-17 07:59:08",0.48775,2,"broweave,hyuan1991,mappida4,tomnish"
606,10887699,Roger,"2023-10-08 01:27:33",0.48776,6,winforever
607,10985135,municef1,"2023-10-11 09:11:56",0.48777,1,municef1
608,10814028,tuttiii,"2023-10-06 19:28:08",0.48778,20,tuttiii
609,10737854,"Ahmed Hassan","2023-10-06 13:01:10",0.48778,189,ahmedhassan0
610,10768168,sunisu,"2023-09-14 06:41:54",0.48779,1,sunisu
611,10712876,"Ben and George","2023-10-11 20:10:02",0.48779,22,"georgejenkins7,tastyshoe"
612,10691117,Bayes,"2023-10-11 20:16:40",0.48779,54,"areebsyed237,arsalaan7,mohdrehan001"
613,10784737,QinhaoYang,"2023-10-06 08:25:01",0.48780,2,qinhaoyang
614,10794519,"[Deleted] cd55dd5c-88d9-46c0-8ace-098ed00527e6","2023-10-11 19:26:17",0.48780,33,del=d86066572468ff53
615,10885414,DavidZeyuHuang,"2023-10-09 03:46:09",0.48780,1,davidzeyuhuang
616,10838494,"bush raymond","2023-10-11 09:28:45",0.48781,7,bushraymond
617,10689729,nevret,"2023-08-25 01:17:04",0.48781,2,nevret93
618,10784251,Gesock,"2023-10-03 07:00:31",0.48781,5,xiaomaustc
619,10675771,"Tianhao Liu","2023-10-09 02:18:10",0.48781,20,tianhao0814
620,10877816,FlazerUnderShine,"2023-09-21 18:21:46",0.48782,4,kdtrey35
621,11010153,"Haenara Shin","2023-10-06 07:05:39",0.48783,6,haenara
622,10805507,ORANGECAT,"2023-10-11 09:59:08",0.48783,4,orangecat1
623,10837986,jojo_jokers,"2023-09-14 03:01:25",0.48784,5,jojojokers
624,10755076,soul,"2023-09-19 04:02:27",0.48784,2,soul80
625,10848329,"Tinh Tran","2023-10-03 20:30:00",0.48784,7,tinhtran2k
626,10763133,AnnaCo,"2023-10-11 19:16:19",0.48785,73,"annapantyukhina,erotar"
627,10808557,wangzichao2018,"2023-08-18 08:38:09",0.48785,1,wangzichao2018
628,10789516,K-4,"2023-09-09 13:53:39",0.48785,7,"eikv77,keisukekiryu"
629,10720678,"Jason Heesang Lee","2023-10-11 07:58:11",0.48785,274,"chanhyukhan,jasonheesanglee,nayoungbae,seungjunlim,sungjunyi"
630,10978553,YokemuraShintaro,"2023-10-09 03:02:38",0.48785,2,yokemurashintaro
631,10804414,xiaoIce,"2023-08-21 00:43:58",0.48786,2,xiaoice
632,10700694,shigengtian,"2023-10-02 12:51:13",0.48786,29,shigengtian
633,10684928,"Gopi Durgaprasad","2023-08-21 03:36:31",0.48786,1,gopidurgaprasad
634,10925155,"Muhammad Usama Aleem","2023-10-04 16:03:45",0.48786,8,muhammadusamaaleem
635,10841171,"Dmitriy Ger","2023-08-28 11:35:25",0.48787,1,dmitriyger
636,10782625,Byfone,"2023-10-11 21:05:04",0.48787,15,byfone
637,10836184,glycineAddict,"2023-10-11 19:49:46",0.48789,2,glycineaddict
638,10799440,"Siti Khotijah","2023-09-06 12:10:41",0.48790,2,khotijahs1
639,10765062,shafiullah,"2023-09-01 03:23:26",0.48791,63,bigdataanalysis1
640,10736033,Stepback,"2023-09-23 05:34:55",0.48792,11,jackize
